year,position,is_in_state,jersey,name,id,bio_url,batting_AVG,batting_OBP,batting_SLG,batting_OPS,batting_RBI,pitching_R,pitching_H,pitching_2B,pitching_3B,pitching_HR,pitching_BB,pitching_SO,batting_AB,batting_SB_successful,batting_SB_attempted,batting_SB,pitching_HBP,hometown,state,WAR,pitching_ERA,pitching_WHIP,pitching_WL,pitching_APP_GS,pitching_CG,pitching_SHO,pitching_SV,pitching_IP,pitching_ER,pitching_BAVG,pitching_WP,pitching_BK,pitching_SFA,pitching_SHA
2016,P,True,29,"Nelson, Kyle",175,https://ucsbgauchos.com/sports/baseball/roster/kyle-nelson/175,0.333,0.5,1.0,1.5,0.0,1,1,0,1,0,1,0,3,0.0,0.0,0-0,0,San Francisco,Calif.,0.0,,,,,,,,,,,,,,
2016,P,True,35,"Hatton, Kyle",166,https://ucsbgauchos.com/sports/baseball/roster/kyle-hatton/166,0.333,0.333,0.333,0.666,0.0,0,1,0,0,0,0,0,3,1.0,1.0,1-1,0,Norco,Calif.,0.0,,,,,,,,,,,,,,
2016,C,True,30,"Cohen, Sam",155,https://ucsbgauchos.com/sports/baseball/roster/sam-cohen/155,0.323,0.364,0.516,0.88,7.0,2,10,3,0,1,1,7,31,1.0,2.0,1-2,1,Coto de Caza,Calif.,0.5898123733333334,,,,,,,,,,,,,,
2016,IF,True,31,"Cumberland, Ryan",156,https://ucsbgauchos.com/sports/baseball/roster/ryan-cumberland/156,0.304,0.308,0.304,0.612,5.0,2,7,0,0,0,0,2,23,0.0,0.0,0-0,1,Turlock,Calif.,0.011917679999999998,,,,,,,,,,,,,,
2016,IF,True,13,"Clark, Ryan",153,https://ucsbgauchos.com/sports/baseball/roster/ryan-clark/153,0.267,0.329,0.342,0.671,15.0,22,39,6,1,1,7,33,146,4.0,5.0,4-5,7,Fresno,Calif.,0.08675028,,,,,,,,,,,,,,
2016,OF,True,10,"Mitchell, Tevin",173,https://ucsbgauchos.com/sports/baseball/roster/tevin-mitchell/173,0.25,0.3,0.297,0.597,6.0,10,16,3,0,0,5,21,64,2.0,6.0,2-6,0,Clovis,Calif.,0.005044053333333331,,,,,,,,,,,,,,
2016,IF,True,22,"Plantier, Kyle",177,https://ucsbgauchos.com/sports/baseball/roster/kyle-plantier/177,0.185,0.303,0.238,0.541,16.0,18,24,4,0,1,11,27,130,3.0,4.0,3-4,12,Temecula,Calif.,0.05878859999999999,,,,,,,,,,,,,,
2016,C,True,14,"Rowan, Thomas",179,https://ucsbgauchos.com/sports/baseball/roster/thomas-rowan/179,0.182,0.246,0.218,0.464,5.0,4,10,2,0,0,4,13,55,0.0,0.0,0-0,1,Santa Ynez,Calif.,0.6319479333333333,,,,,,,,,,,,,,
2016,OF,True,2,"Lautz, Matt",170,https://ucsbgauchos.com/sports/baseball/roster/matt-lautz/170,0.0,0.2,0.0,0.2,0.0,0,0,0,0,0,1,1,4,0.0,1.0,0-1,0,Agoura Hills,Calif.,-0.0015226666666666665,,,,,,,,,,,,,,
2016,Unknown,True,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,4,0.0,0.0,0-0,0,Unknown,California,-0.001536,,,,,,,,,,,,,,
2016,IF,True,27,"Ogburn, Blake",176,https://ucsbgauchos.com/sports/baseball/roster/blake-ogburn/176,0.0,0.2,0.0,0.2,0.0,0,0,0,0,0,1,1,4,0.0,0.0,0-0,0,Alamo,Calif.,0.0001440000000000001,,,,,,,,,,,,,,
2016,OF,True,16,"Hamilton, Joseph",165,https://ucsbgauchos.com/sports/baseball/roster/joseph-hamilton/165,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,1,2,1.0,1.0,1-1,0,Rancho Cucamonga,Calif.,-0.0016013333333333335,,,,,,,,,,,,,,
2016,P,True,29,"Nelson, Kyle",175,https://ucsbgauchos.com/sports/baseball/roster/kyle-nelson/175,,,,,,24,56,11,1,3,18,87,268,,,,8,San Francisco,Calif.,1.4984666666666664,2.18,1.0,7-2,33-1,0,0-0,10.0,74.1,18,0.209,4.0,0.0,3.0,9.0
2016,P,True,19,"Bieber, Shane",146,https://ucsbgauchos.com/sports/baseball/roster/shane-bieber/146,,,,,,43,126,16,1,5,16,109,499,,,,5,Laguna Hills,Calif.,1.8787999999999996,2.74,1.05,12-4,18-18,5,1-0,0.0,134.2,41,0.253,4.0,2.0,7.0,9.0
2016,P,True,28,"Record, Joe",178,https://ucsbgauchos.com/sports/baseball/roster/joe-record/178,,,,,,49,91,14,0,3,38,63,345,,,,2,Placentia,Calif.,0.08919999999999986,3.91,1.44,6-5,16-16,0,0-0,0.0,89.2,39,0.264,4.0,0.0,5.0,5.0
2016,P,True,34,"Davis, Noah",157,https://ucsbgauchos.com/sports/baseball/roster/noah-davis/157,,,,,,42,78,14,1,6,28,59,292,,,,8,Huntington Beach,Calif.,-0.35979999999999995,4.42,1.37,7-4,16-14,0,0-0,0.0,77.1,38,0.267,8.0,0.0,1.0,6.0
2016,C,True,20,"Grover, Dempsey",164,https://ucsbgauchos.com/sports/baseball/roster/dempsey-grover/164,,,,,,0,6,1,0,0,1,12,25,,,,1,Modesto,Calif.,0.0,0.0,1.0,0-0,1-1,0,0-0,0.0,7.0,0,0.24,0.0,0.0,0.0,1.0
2016,P,True,23,"Carter, James",150,https://ucsbgauchos.com/sports/baseball/roster/james-carter/150,,,,,,1,8,1,0,0,2,3,25,,,,0,Danville,Calif.,0.17486666666666667,1.42,1.58,0-0,5-3,0,0-0,0.0,6.1,1,0.32,1.0,0.0,1.0,0.0
2016,P,True,18,"Garcia, Alex",162,https://ucsbgauchos.com/sports/baseball/roster/alex-garcia/162,,,,,,5,12,3,0,0,6,12,44,,,,0,Whittier,Calif.,0.21031111111111112,2.31,1.54,0-0,10-0,0,0-0,0.0,11.2,3,0.273,4.0,0.0,2.0,1.0
2016,P,True,4,"Bettencourt, Trevor",145,https://ucsbgauchos.com/sports/baseball/roster/trevor-bettencourt/145,,,,,,20,36,9,1,1,21,46,153,,,,5,San Jose,Calif.,0.23746666666666666,3.48,1.38,4-2,23-1,0,0-0,4.0,41.1,16,0.235,5.0,0.0,3.0,2.0
2016,P,True,6,"Kelly, Justin",169,https://ucsbgauchos.com/sports/baseball/roster/justin-kelly/169,,,,,,11,27,5,2,1,9,35,93,,,,0,Bakersfield,Calif.,0.0515555555555556,3.8,1.52,2-1,10-2,0,0-0,1.0,23.2,10,0.29,5.0,1.0,2.0,0.0
2016,P,True,40,"Chandler, Kevin",151,https://ucsbgauchos.com/sports/baseball/roster/kevin-chandler/151,,,,,,12,30,3,1,1,12,19,110,,,,4,Valencia,Calif.,0.0435555555555556,3.86,1.5,0-0,17-0,0,0-0,0.0,28.0,12,0.273,4.0,0.0,2.0,2.0
2016,P,True,35,"Hatton, Kyle",166,https://ucsbgauchos.com/sports/baseball/roster/kyle-hatton/166,,,,,,30,50,9,2,2,9,32,184,,,,8,Norco,Calif.,-0.10966666666666665,4.21,1.26,3-1,12-6,0,0-0,0.0,47.0,22,0.272,2.0,0.0,1.0,2.0
2016,P,True,33,"Dragmire, Grant",158,https://ucsbgauchos.com/sports/baseball/roster/grant-dragmire/158,,,,,,3,6,1,0,0,4,4,20,,,,2,Elk Grove,Calif.,-0.0777777777777778,5.4,2.0,0-0,4-0,0,0-0,0.0,5.0,3,0.3,1.0,0.0,0.0,0.0
2016,P,True,11,"Clements, Chris",154,https://ucsbgauchos.com/sports/baseball/roster/chris-clements/154,,,,,,15,22,3,1,2,8,13,61,,,,0,Pacific Grove,Calif.,-0.8922555555555556,10.13,2.25,0-0,7-2,0,0-0,0.0,13.1,15,0.361,1.0,0.0,0.0,0.0
2016,P,True,36,"Chapman, Kenny",152,https://ucsbgauchos.com/sports/baseball/roster/kenny-chapman/152,,,,,,18,16,2,0,2,19,7,52,,,,3,Claremont,Calif.,-1.1306777777777777,12.41,2.84,1-1,9-0,0,0-0,0.0,12.1,17,0.308,2.0,1.0,1.0,0.0
2016,Unknown,True,43,,,,,,,,,4,2,0,0,1,2,1,5,,,,0,Unknown,California,0.0,27.0,3.0,0-1,1-0,0,0-0,0.0,1.1,4,0.4,0.0,0.0,0.0,0.0
2016,OF,True,15,"Gradford, Devon",163,https://ucsbgauchos.com/sports/baseball/roster/devon-gradford/163,0.357,0.446,0.518,0.964,8.0,9,20,3,3,0,6,12,56,1.0,3.0,1-3,3,Modesto,Calif.,0.03197898666666667,,,,,,,,,,,,,,
2016,OF,True,21,"Calica, Andrew",149,https://ucsbgauchos.com/sports/baseball/roster/andrew-calica/149,0.289,0.408,0.373,0.781,10.0,12,24,1,0,2,12,9,83,5.0,6.0,5-6,6,Chula Vista,Calf.,0.030664626666666674,,,,,,,,,,,,,,
2016,IF,True,9,"Muno, JJ",174,https://ucsbgauchos.com/sports/baseball/roster/jj-muno/174,0.284,0.356,0.432,0.788,8.0,14,23,7,1,1,3,13,81,5.0,7.0,5-7,6,Sherman Oaks,Calif.,0.05884487999999999,,,,,,,,,,,,,,
2016,IF,True,17,"Fisher, Clay",160,https://ucsbgauchos.com/sports/baseball/roster/clay-fisher/160,0.282,0.333,0.329,0.662,3.0,13,24,4,0,0,6,14,85,6.0,8.0,6-8,1,La Quinta,Calif.,0.05029110000000001,,,,,,,,,,,,,,
2016,IF,True,31,"Cumberland, Ryan",156,https://ucsbgauchos.com/sports/baseball/roster/ryan-cumberland/156,0.267,0.294,0.267,0.561,2.0,1,4,0,0,0,0,2,15,0.0,0.0,0-0,1,Turlock,Calif.,0.006865199999999999,,,,,,,,,,,,,,
2016,IF,True,13,"Clark, Ryan",153,https://ucsbgauchos.com/sports/baseball/roster/ryan-clark/153,0.25,0.318,0.275,0.593,1.0,5,10,1,0,0,2,7,40,2.0,2.0,2-2,2,Fresno,Calif.,0.020592,,,,,,,,,,,,,,
2016,C,True,30,"Cohen, Sam",155,https://ucsbgauchos.com/sports/baseball/roster/sam-cohen/155,0.25,0.25,0.583,0.833,4.0,1,3,1,0,1,0,4,12,0.0,0.0,0-0,0,Coto de Caza,Calif.,0.53256864,,,,,,,,,,,,,,
2016,IF,True,44,"Bush, Austin",148,https://ucsbgauchos.com/sports/baseball/roster/austin-bush/148,0.242,0.296,0.429,0.725,19.0,9,22,5,0,4,6,23,91,0.0,0.0,0-0,1,Turlock,Calif.,0.05441436000000001,,,,,,,,,,,,,,
2016,OF,True,25,"Adams, Josh",144,https://ucsbgauchos.com/sports/baseball/roster/josh-adams/144,0.227,0.288,0.288,0.576,6.0,9,15,4,0,0,6,15,66,1.0,1.0,1-1,0,Elk Grove,Calif.,0.0030395199999999956,,,,,,,,,,,,,,
2016,C,True,14,"Rowan, Thomas",179,https://ucsbgauchos.com/sports/baseball/roster/thomas-rowan/179,0.222,0.276,0.259,0.535,2.0,2,6,1,0,0,1,8,27,0.0,0.0,0-0,1,Santa Ynez,Calif.,0.56740532,,,,,,,,,,,,,,
2016,OF,True,10,"Mitchell, Tevin",173,https://ucsbgauchos.com/sports/baseball/roster/tevin-mitchell/173,0.192,0.267,0.231,0.498,3.0,4,5,1,0,0,3,10,26,1.0,3.0,1-3,0,Clovis,Calif.,-0.0011940933333333306,,,,,,,,,,,,,,
2016,C,True,20,"Grover, Dempsey",164,https://ucsbgauchos.com/sports/baseball/roster/dempsey-grover/164,0.177,0.286,0.291,0.577,11.0,15,14,3,0,2,9,20,79,3.0,3.0,3-3,3,Modesto,Calif.,0.7010054933333333,,,,,,,,,,,,,,
2016,OF,True,41,"McAdoo, Michael",172,https://ucsbgauchos.com/sports/baseball/roster/michael-mcadoo/172,0.143,0.226,0.143,0.369,4.0,2,4,0,0,0,3,10,28,1.0,1.0,1-1,0,Antioch,Calif.,-0.005766506666666668,,,,,,,,,,,,,,
2016,IF,True,22,"Plantier, Kyle",177,https://ucsbgauchos.com/sports/baseball/roster/kyle-plantier/177,0.12,0.241,0.16,0.401,3.0,3,3,1,0,0,3,7,25,1.0,2.0,1-2,1,Temecula,Calif.,0.006412499999999997,,,,,,,,,,,,,,
2016,UTIL,True,26,"Fredrick, Billy",161,https://ucsbgauchos.com/sports/baseball/roster/billy-fredrick/161,0.094,0.136,0.113,0.249,7.0,1,5,1,0,0,3,13,53,0.0,0.0,0-0,0,Santa Clarita,Calif.,-0.00018443999999999733,,,,,,,,,,,,,,
2016,IF,True,27,"Ogburn, Blake",176,https://ucsbgauchos.com/sports/baseball/roster/blake-ogburn/176,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0-0,0,Alamo,Calif.,-0.000768,,,,,,,,,,,,,,
2017,UTIL,True,38,"Burns, Colton",184,https://ucsbgauchos.com/sports/baseball/roster/colton-burns/184,0.308,0.417,0.39,0.807,16.0,32,56,6,0,3,33,41,182,5.0,10.0,5-10,2,Valencia,Calif.,0.14911259999999998,,,,,,,,,,,,,,
2017,IF,True,44,"Bush, Austin",185,https://ucsbgauchos.com/sports/baseball/roster/austin-bush/185,0.301,0.372,0.655,1.027,59.0,37,62,13,0,20,20,57,206,0.0,0.0,0-0,5,Turlock,Calif.,0.19516439999999996,,,,,,,,,,,,,,
2017,OF,True,1,"Jew, Tommy",197,https://ucsbgauchos.com/sports/baseball/roster/tommy-jew/197,0.299,0.354,0.455,0.809,30.0,25,56,9,4,4,15,30,187,8.0,12.0,8-12,2,San Ramon,Calif.,0.06076253333333329,,,,,,,,,,,,,,
2017,UTIL,True,5,"Corey, Kenny",189,https://ucsbgauchos.com/sports/baseball/roster/kenny-corey/189,0.299,0.381,0.395,0.776,20.0,30,44,8,3,0,19,35,147,4.0,5.0,4-5,1,Willow Glen,Calif.,0.10994129999999998,,,,,,,,,,,,,,
2017,IF,True,4,"Smith, Armani",216,https://ucsbgauchos.com/sports/baseball/roster/armani-smith/216,0.293,0.337,0.408,0.745,24.0,32,51,9,1,3,9,32,174,1.0,2.0,1-2,4,Martinez,Calif.,0.11595708,,,,,,,,,,,,,,
2017,C,True,30,"Cohen, Sam",188,https://ucsbgauchos.com/sports/baseball/roster/sam-cohen/188,0.266,0.321,0.468,0.789,24.0,23,41,3,2,8,12,27,154,3.0,6.0,3-6,1,Coto de Caza,Calif.,0.9260492133333333,,,,,,,,,,,,,,
2017,UTIL,True,26,"Fredrick, Billy",193,https://ucsbgauchos.com/sports/baseball/roster/billy-fredrick/193,0.256,0.365,0.315,0.68,14.0,32,43,7,0,1,23,31,168,1.0,3.0,1-3,7,Santa Clarita,Calif.,0.10871279999999994,,,,,,,,,,,,,,
2017,IF,True,9,"Muno, JJ",208,https://ucsbgauchos.com/sports/baseball/roster/jj-muno/208,0.245,0.33,0.342,0.672,25.0,23,45,7,1,3,18,27,184,14.0,18.0,14-18,7,Sherman Oaks,Calif.,0.10971551999999998,,,,,,,,,,,,,,
2017,C,True,20,"Grover, Dempsey",196,https://ucsbgauchos.com/sports/baseball/roster/dempsey-grover/196,0.273,0.328,0.446,0.774,16.0,22,33,9,0,4,9,44,121,2.0,4.0,2-4,1,Modesto,Calif.,0.8342955733333334,,,,,,,,,,,,,,
2017,OF,True,25,"Adams, Josh",181,https://ucsbgauchos.com/sports/baseball/roster/josh-adams/181,0.255,0.269,0.314,0.583,9.0,7,13,3,0,0,1,21,51,0.0,1.0,0-1,0,Elk Grove,Calif.,0.00142766,,,,,,,,,,,,,,
2017,OF,True,41,"McAdoo, Michael",203,https://ucsbgauchos.com/sports/baseball/roster/michael-mcadoo/203,0.227,0.292,0.364,0.656,3.0,5,10,3,0,1,4,15,44,0.0,0.0,0-0,0,Antioch,Calif.,0.005204906666666667,,,,,,,,,,,,,,
2017,OF,True,47,"Silver, Landon",215,https://ucsbgauchos.com/sports/baseball/roster/landon-silver/215,0.216,0.31,0.297,0.607,2.0,6,8,1,1,0,5,8,37,1.0,1.0,1-1,0,Huntington Beach,Calif.,0.0036930933333333303,,,,,,,,,,,,,,
2017,IF,True,22,"Plantier, Kyle",210,https://ucsbgauchos.com/sports/baseball/roster/kyle-plantier/210,0.208,0.345,0.333,0.678,2.0,1,5,0,0,1,3,7,24,1.0,2.0,1-2,2,Temecula,Calif.,0.01488528,,,,,,,,,,,,,,
2017,IF,True,17,"Fisher, Clay",192,https://ucsbgauchos.com/sports/baseball/roster/clay-fisher/192,0.2,0.25,0.382,0.632,7.0,8,11,2,1,2,3,12,55,0.0,1.0,0-1,1,La Quinta,Calif.,0.0254034,,,,,,,,,,,,,,
2017,C,True,15,"Rowan, Thomas",213,https://ucsbgauchos.com/sports/baseball/roster/thomas-rowan/213,0.185,0.233,0.185,0.418,2.0,0,5,0,0,0,2,5,27,0.0,0.0,0-0,0,Santa Ynez,Calif.,0.5632889,,,,,,,,,,,,,,
2017,OF,True,6,"Mitchell, Tevin",205,https://ucsbgauchos.com/sports/baseball/roster/tevin-mitchell/205,0.18,0.226,0.32,0.546,4.0,6,9,3,2,0,3,16,50,1.0,1.0,1-1,0,Clovis,Calif.,-0.00286333333333334,,,,,,,,,,,,,,
2017,C,True,21,"Yang, Eric",221,https://ucsbgauchos.com/sports/baseball/roster/eric-yang/221,0.154,0.207,0.154,0.361,2.0,1,4,0,0,0,0,3,26,1.0,1.0,1-1,2,West Hills,Calif.,0.5588482266666667,,,,,,,,,,,,,,
2017,P,False,52,"Brecht, Ben",183,https://ucsbgauchos.com/sports/baseball/roster/ben-brecht/183,,,,,,31,73,18,2,3,13,39,245,,,,3,Wilmette,Ill.,0.006466666666666529,3.99,1.47,4-2,14-8,0,0-0,0.0,58.2,26,0.298,2.0,0.0,3.0,4.0
2017,P,True,29,"Nelson, Kyle",209,https://ucsbgauchos.com/sports/baseball/roster/kyle-nelson/209,,,,,,51,77,10,2,13,30,69,335,,,,9,San Francisco,Calif.,-0.5129222222222224,4.53,1.23,6-4,15-15,1,0-0,0.0,87.1,44,0.23,4.0,1.0,0.0,7.0
2017,P,True,34,"Davis, Noah",191,https://ucsbgauchos.com/sports/baseball/roster/noah-davis/191,,,,,,46,88,16,2,6,22,65,319,,,,8,Huntington Beach,Calif.,-0.5683999999999999,4.63,1.35,7-4,13-13,1,0-0,0.0,81.2,42,0.276,7.0,1.0,1.0,6.0
2017,P,True,11,"Clements, Chris",187,https://ucsbgauchos.com/sports/baseball/roster/chris-clements/187,,,,,,59,100,12,2,3,15,48,282,,,,3,Pacific Grove,Calif.,-2.007777777777778,6.78,1.77,1-7,16-11,0,0-0,0.0,65.0,49,0.355,4.0,2.0,2.0,6.0
2017,C,True,15,"Rowan, Thomas",213,https://ucsbgauchos.com/sports/baseball/roster/thomas-rowan/213,,,,,,0,3,0,0,0,0,1,9,,,,0,Santa Ynez,Calif.,0.0,0.0,1.5,0-0,2-0,0,0-0,0.0,2.0,0,0.333,0.0,0.0,0.0,0.0
2017,P,True,27,"Steigerwald, Liam",217,https://ucsbgauchos.com/sports/baseball/roster/liam-steigerwald/217,,,,,,4,8,1,0,1,2,8,51,,,,0,San Ramon,Calif.,0.2666666666666667,2.4,0.67,1-1,5-1,0,0-0,1.0,15.0,4,0.157,1.0,0.0,0.0,0.0
2017,P,True,37,"Woodall, AJ",220,https://ucsbgauchos.com/sports/baseball/roster/aj-woodall/220,,,,,,6,10,4,0,0,4,7,41,,,,0,La Verne,Calif.,0.0036999999999999763,3.97,1.24,0-0,15-0,0,0-0,0.0,11.1,5,0.244,1.0,1.0,0.0,0.0
2017,P,True,35,"Lincoln, Chris",200,https://ucsbgauchos.com/sports/baseball/roster/chris-lincoln/200,,,,,,16,30,4,0,4,10,25,108,,,,4,Moreno Valley,Calif.,-0.18367777777777788,4.61,1.46,1-3,17-3,0,0-0,1.0,27.1,14,0.278,4.0,0.0,2.0,1.0
2017,P,True,40,"Chandler, Kevin",186,https://ucsbgauchos.com/sports/baseball/roster/kevin-chandler/186,,,,,,16,26,6,1,1,11,24,107,,,,3,Valencia,Calif.,-0.2659555555555555,4.88,1.34,0-2,21-0,0,0-0,0.0,27.2,15,0.243,4.0,0.0,3.0,2.0
2017,P,True,42,"Barry, Shea",214,https://ucsbgauchos.com/sports/baseball/roster/shea-barry/214,,,,,,20,34,7,1,2,15,19,127,,,,1,Simi Valley,Calif.,-0.4400666666666669,5.23,1.5,1-2,23-0,0,0-0,5.0,32.2,19,0.268,1.0,3.0,2.0,4.0
2017,P,True,55,"Record, Joe",211,https://ucsbgauchos.com/sports/baseball/roster/joe-record/211,,,,,,8,13,2,0,1,5,10,43,,,,1,Placentia,Calif.,-0.1809888888888889,5.79,1.93,0-1,3-2,0,0-0,0.0,9.1,6,0.302,0.0,0.0,0.0,0.0
2017,P,True,43,"Ledesma, Steven",199,https://ucsbgauchos.com/sports/baseball/roster/steven-ledesma/199,,,,,,36,45,5,2,6,25,55,162,,,,3,Ventura,Calif.,-1.4126888888888887,7.02,1.65,2-5,22-2,0,0-0,1.0,42.1,33,0.278,1.0,0.0,2.0,3.0
2017,P,True,23,"Garcia, Alex",194,https://ucsbgauchos.com/sports/baseball/roster/alex-garcia/194,,,,,,6,6,0,0,0,14,8,29,,,,2,Whittier,Calif.,-0.24320000000000003,7.04,2.61,1-0,12-0,0,0-0,4.0,7.2,6,0.207,4.0,0.0,0.0,0.0
2017,P,True,12,"Roberts, Conner",212,https://ucsbgauchos.com/sports/baseball/roster/conner-roberts/212,,,,,,5,8,1,0,2,2,4,27,,,,1,Martinez,Calif.,-0.21078888888888886,7.11,1.58,0-0,5-0,0,0-0,0.0,6.1,5,0.296,1.0,0.0,1.0,0.0
2017,P,True,33,"Traynor, Willie",219,https://ucsbgauchos.com/sports/baseball/roster/willie-traynor/219,,,,,,8,11,1,1,2,2,2,26,,,,3,Newark,Calif.,-0.47777777777777775,12.6,2.6,0-0,5-0,0,0-0,0.0,5.0,7,0.423,1.0,0.0,1.0,0.0
2017,UTIL,True,5,"Corey, Kenny",189,https://ucsbgauchos.com/sports/baseball/roster/kenny-corey/189,0.345,0.4,0.448,0.848,7.0,13,20,4,1,0,6,12,58,1.0,1.0,1-1,0,Willow Glen,Calif.,0.048274559999999994,,,,,,,,,,,,,,
2017,IF,True,22,"Plantier, Kyle",210,https://ucsbgauchos.com/sports/baseball/roster/kyle-plantier/210,0.333,0.333,0.667,1.0,2.0,1,3,0,0,1,0,1,9,0.0,0.0,0-0,0,Temecula,Calif.,0.007880219999999999,,,,,,,,,,,,,,
2017,OF,True,1,"Jew, Tommy",197,https://ucsbgauchos.com/sports/baseball/roster/tommy-jew/197,0.294,0.337,0.447,0.784,14.0,8,25,3,2,2,6,16,85,3.0,5.0,3-5,0,San Ramon,Calif.,0.024013633333333312,,,,,,,,,,,,,,
2017,C,True,30,"Cohen, Sam",188,https://ucsbgauchos.com/sports/baseball/roster/sam-cohen/188,0.29,0.338,0.609,0.947,12.0,13,20,0,2,6,5,15,69,1.0,3.0,1-3,0,Coto de Caza,Calif.,0.70152784,,,,,,,,,,,,,,
2017,IF,True,44,"Bush, Austin",185,https://ucsbgauchos.com/sports/baseball/roster/austin-bush/185,0.286,0.374,0.726,1.1,28.0,16,24,4,0,11,12,19,84,0.0,0.0,0-0,1,Turlock,Calif.,0.08494416,,,,,,,,,,,,,,
2017,C,True,20,"Grover, Dempsey",196,https://ucsbgauchos.com/sports/baseball/roster/dempsey-grover/196,0.258,0.3,0.439,0.739,8.0,11,17,6,0,2,4,24,66,1.0,3.0,1-3,0,Modesto,Calif.,0.67807416,,,,,,,,,,,,,,
2017,UTIL,True,38,"Burns, Colton",184,https://ucsbgauchos.com/sports/baseball/roster/colton-burns/184,0.254,0.321,0.338,0.659,2.0,12,18,3,0,1,6,16,71,1.0,1.0,1-1,1,Valencia,Calif.,0.04075542,,,,,,,,,,,,,,
2017,IF,True,4,"Smith, Armani",216,https://ucsbgauchos.com/sports/baseball/roster/armani-smith/216,0.25,0.301,0.393,0.694,16.0,15,21,3,0,3,4,15,84,0.0,0.0,0-0,3,Martinez,Calif.,0.04857047999999999,,,,,,,,,,,,,,
2017,IF,True,9,"Muno, JJ",208,https://ucsbgauchos.com/sports/baseball/roster/jj-muno/208,0.25,0.297,0.345,0.642,9.0,8,21,3,1,1,5,6,84,6.0,6.0,6-6,1,Sherman Oaks,Calif.,0.04447799999999999,,,,,,,,,,,,,,
2017,OF,True,41,"McAdoo, Michael",203,https://ucsbgauchos.com/sports/baseball/roster/michael-mcadoo/203,0.25,0.333,0.25,0.583,1.0,0,4,0,0,0,2,5,16,0.0,0.0,0-0,0,Antioch,Calif.,0.0017381333333333319,,,,,,,,,,,,,,
2017,OF,True,25,"Adams, Josh",181,https://ucsbgauchos.com/sports/baseball/roster/josh-adams/181,0.217,0.25,0.217,0.467,1.0,2,5,0,0,0,1,9,23,0.0,1.0,0-1,0,Elk Grove,Calif.,-0.0021478933333333354,,,,,,,,,,,,,,
2017,UTIL,True,26,"Fredrick, Billy",193,https://ucsbgauchos.com/sports/baseball/roster/billy-fredrick/193,0.21,0.316,0.259,0.575,6.0,13,17,1,0,1,9,23,81,0.0,0.0,0-0,4,Santa Clarita,Calif.,0.04026996000000001,,,,,,,,,,,,,,
2017,C,True,21,"Yang, Eric",221,https://ucsbgauchos.com/sports/baseball/roster/eric-yang/221,0.167,0.231,0.167,0.398,0.0,1,2,0,0,0,0,1,12,0.0,0.0,0-0,1,West Hills,Calif.,0.52789656,,,,,,,,,,,,,,
2017,OF,True,47,"Silver, Landon",215,https://ucsbgauchos.com/sports/baseball/roster/landon-silver/215,0.143,0.143,0.143,0.286,0.0,0,1,0,0,0,0,3,7,1.0,1.0,1-1,0,Huntington Beach,Calif.,-0.0026617266666666673,,,,,,,,,,,,,,
2017,OF,True,6,"Mitchell, Tevin",205,https://ucsbgauchos.com/sports/baseball/roster/tevin-mitchell/205,0.125,0.16,0.167,0.327,2.0,3,3,1,0,0,1,9,24,0.0,0.0,0-0,0,Clovis,Calif.,-0.00778528,,,,,,,,,,,,,,
2018,OF,True,1,"Jew, Tommy",235,https://ucsbgauchos.com/sports/baseball/roster/tommy-jew/235,0.312,0.386,0.454,0.84,41.0,32,68,10,3,5,24,46,218,12.0,15.0,12-15,4,San Ramon,Calif.,0.08530194666666667,,,,,,,,,,,,,,
2018,C,True,15,"Rowan, Thomas",250,https://ucsbgauchos.com/sports/baseball/roster/thomas-rowan/250,0.312,0.363,0.482,0.845,20.0,19,44,12,0,4,9,26,141,3.0,5.0,3-5,4,Santa Ynez,Calif.,0.90417838,,,,,,,,,,,,,,
2018,IF,True,17,"Fisher, Clay",234,https://ucsbgauchos.com/sports/baseball/roster/clay-fisher/234,0.294,0.338,0.425,0.763,34.0,33,65,10,5,3,12,28,221,13.0,16.0,13-16,4,La Quinta,Calif.,0.1508988,,,,,,,,,,,,,,
2018,IF,True,13,"Martinez, Andrew",241,https://ucsbgauchos.com/sports/baseball/roster/andrew-martinez/241,0.27,0.382,0.459,0.841,28.0,31,43,9,0,7,22,40,159,4.0,7.0,4-7,8,San Francisco,Calif.,0.12779784,,,,,,,,,,,,,,
2018,OF,False,25,"Willow, Jason",256,https://ucsbgauchos.com/sports/baseball/roster/jason-willow/256,0.245,0.306,0.303,0.609,17.0,23,38,6,0,1,10,36,155,2.0,3.0,2-3,5,Victoria,B.C.,0.014950266666666656,,,,,,,,,,,,,,
2018,OF,True,41,"McAdoo, Michael",242,https://ucsbgauchos.com/sports/baseball/roster/michael-mcadoo/242,0.244,0.36,0.393,0.753,16.0,29,33,8,3,2,21,49,135,2.0,4.0,2-4,4,Antioch,Calif.,0.0385362,,,,,,,,,,,,,,
2018,C,True,21,"Yang, Eric",258,https://ucsbgauchos.com/sports/baseball/roster/eric-yang/258,0.244,0.372,0.303,0.675,12.0,17,29,7,0,0,17,14,119,0.0,1.0,0-1,8,West Hills,Calif.,0.8254713466666667,,,,,,,,,,,,,,
